timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,IdleTime,Connect
1714343464767,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343467773,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343470780,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343473795,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343476805,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343479817,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343482824,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343485836,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343488849,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343491860,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343494872,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343497883,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343500888,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343503901,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343506909,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343509922,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343512932,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343515943,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343518954,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343521964,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343524983,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343527996,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343531003,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343534014,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343537028,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343540040,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343543053,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343546056,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343549061,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343552074,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343555081,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343558083,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343561086,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343564097,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343567104,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343570123,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343573130,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343576136,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343579151,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343582165,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343585175,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343588182,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343591194,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343594202,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343597207,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343600215,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343603227,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343606235,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343609239,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343612255,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343615277,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343618286,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343621297,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343624308,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343627317,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343630329,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343633344,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343636361,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343639387,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343642389,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343645408,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343648419,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343651430,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343654433,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343657442,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343660449,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343663456,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343666469,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343669478,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343672489,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343675497,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343678509,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343681521,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343684531,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343687542,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343690556,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343693565,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343696575,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343699585,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343702595,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343705607,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343708615,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343711628,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343714646,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343717652,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343720658,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
1714343723671,0,HTTP Request,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Illegal character in authority at index 8: https://blazemeterdemo.com /,Irshad-Module 6 - Assessment 1-1,text,false,,1187,0,1,1,https://blazemeterdemo.com /,,0,UTF-8,1,1,0,0
